seqnames	start	end	width	strand	transcript_id	gene_name
chr1	16174358	16174359	1	+	NM_015001.2	SPEN
chr1	16330730	16330731	1	+	NM_178840.3	C1orf64
chr1	16348485	16348486	1	+	NM_001257139.1	CLCNKA
chr1	16370230	16370231	1	+	NM_000085.4	CLCNKB
chr1	16693524	16693525	1	+	NR_073500.1	SZRD1
chr1	16767166	16767167	1	+	NM_001145278.1	NECAP2
chr1	16865218	16865219	1	+	NM_001310155.1	FAM231B
chr1	16972068	16972069	1	+	NR_027504.1	MST1P2
chr1	16999497	16999498	1	+	NM_001282321.1	FAM231A
chr1	17067010	17067011	1	+	NR_004421.1	RNU1-4
chr1	17222474	17222475	1	+	NR_004427.1	RNU1-2
chr1	17248444	17248445	1	+	NM_014675.4	CROCC
chr1	17531620	17531621	1	+	NM_013358.2	PADI1
chr1	17575592	17575593	1	+	NM_016233.2	PADI3
chr1	17604383	17604384	1	+	NR_039768.1	MIR3972
chr1	17634689	17634690	1	+	NM_012387.2	PADI4
chr1	17698690	17698691	1	+	NM_207421.4	PADI6
chr1	17866329	17866330	1	+	NR_137288.1	ARHGEF10L
chr1	18081807	18081808	1	+	NM_030812.2	ACTL8
chr1	18392150	18392151	1	+	NR_125946.1	LINC01654
chr1	18434239	18434240	1	+	NM_032880.4	IGSF21
chr1	18807423	18807424	1	+	NM_152375.2	KLHDC7A
chr1	18957499	18957500	1	+	NM_013945.2	PAX7
chr1	19536879	19536880	1	+	NR_135115.1	LOC101927895
chr1	19578074	19578075	1	+	NM_016183.3	MRTO4
chr1	19638739	19638740	1	+	NM_001287531.1	PQLC2
chr1	19923470	19923471	1	+	NM_001204082.1	MINOS1
chr1	19923470	19923471	1	+	NM_001204089.1	MINOS1-NBL1
chr1	19934300	19934301	1	+	NR_077246.1	RPS14P3
chr1	19969722	19969723	1	+	NM_001278164.1	NBL1
chr1	19991779	19991780	1	+	NM_000871.2	HTR6
chr1	20208887	20208888	1	+	NM_015207.1	OTUD3
chr1	20396700	20396701	1	+	NM_000929.2	PLA2G5
chr1	20465822	20465823	1	+	NM_022819.3	PLA2G2F
chr1	20512570	20512571	1	+	NM_152376.4	UBXN10
chr1	20617411	20617412	1	+	NM_001039500.2	VWA5B1
chr1	20878931	20878932	1	+	NM_207334.2	FAM43B
chr1	20915443	20915444	1	+	NM_001785.2	CDA
chr1	20959947	20959948	1	+	NM_032409.2	PINK1
chr1	20960171	20960172	1	+	NR_106732.1	MIR6084
chr1	21619782	21619783	1	+	NR_038404.1	LOC100506801
chr1	21766582	21766583	1	+	NM_001256417.2	NBPF3
chr1	21835850	21835851	1	+	NM_001177520.2	ALPL
chr1	22138757	22138758	1	+	NM_001013693.2	LDLRAD2
chr1	22303386	22303387	1	+	NM_007352.3	CELA3B
chr1	22328148	22328149	1	+	NM_005747.4	CELA3A
chr1	22351683	22351684	1	+	NR_023918.2	LINC00339
chr1	22379119	22379120	1	+	NM_044472.2	CDC42
chr1	22592731	22592732	1	+	NR_039613.1	MIR4418
chr1	22778343	22778344	1	+	NM_001330398.1	ZBTB40
chr1	22889994	22889995	1	+	NM_001006943.2	EPHA8
chr1	22962998	22962999	1	+	NM_015991.3	C1QA
chr1	22970109	22970110	1	+	NM_001347620.1	C1QC
chr1	22979473	22979474	1	+	NM_000491.4	C1QB
chr1	23037330	23037331	1	+	NM_001309192.1	EPHB2
chr1	23046009	23046010	1	+	NR_039832.1	MIR4684
chr1	23345940	23345941	1	+	NM_015013.3	KDM1A
chr1	23370797	23370798	1	+	NR_036057.1	MIR3115
chr1	23695463	23695464	1	+	NR_033690.1	ZNF436-AS1
chr1	23848421	23848422	1	+	NR_110799.1	LOC101928163
chr1	23953823	23953824	1	+	NM_001348075.1	MDS2
chr1	24018268	24018269	1	+	NM_001199802.1	RPL11
chr1	24069855	24069856	1	+	NM_003198.2	ELOA
chr1	24104875	24104876	1	+	NM_020362.4	PITHD1
chr1	24117645	24117646	1	+	NM_007260.2	LYPLA2
chr1	24255559	24255560	1	+	NR_039615.1	MIR378F
chr1	24286300	24286301	1	+	NM_017761.3	PNRC2
chr1	24526729	24526730	1	+	NR_027087.2	LOC284632
chr1	24645811	24645812	1	+	NM_198173.2	GRHL3
chr1	24739976	24739977	1	+	NM_001322854.1	NIPAL3
chr1	24828840	24828841	1	+	NM_001251984.1	RCAN3
chr1	24882566	24882567	1	+	NM_001010980.4	NCMAP
chr1	24969593	24969594	1	+	NM_001303448.1	SRRM1
chr1	25071759	25071760	1	+	NM_013943.2	CLIC4
chr1	25349993	25349994	1	+	NR_039623.1	MIR4425
chr1	25598976	25598977	1	+	NM_001282867.1	RHD
chr1	25664788	25664789	1	+	NM_014313.3	TMEM50A
chr1	25757348	25757349	1	+	NM_001282564.1	TMEM57
chr1	25870075	25870076	1	+	NM_015627.2	LDLRAP1
chr1	25943958	25943959	1	+	NM_001289010.1	MAN1C1
chr1	26126666	26126667	1	+	NM_206926.1	SELENON
chr1	26146396	26146397	1	+	NM_001099627.1	MTFR1L
chr1	26348270	26348271	1	+	NM_004455.2	EXTL1
chr1	26437655	26437656	1	+	NM_001243532.1	PDIK1L
chr1	26485510	26485511	1	+	NM_024869.2	FAM110D
chr1	26496387	26496388	1	+	NM_015871.4	ZNF593
chr1	26503980	26503981	1	+	NM_001297648.1	CNKSR1
chr1	26517118	26517119	1	+	NM_198137.1	CATSPER4
chr1	26551810	26551811	1	+	NR_110698.1	LOC101928303
chr1	26560643	26560644	1	+	NM_001281517.2	CEP85
chr1	26606212	26606213	1	+	NM_031286.3	SH3BGRL3
chr1	26644410	26644411	1	+	NM_001803.2	CD52
chr1	26737258	26737259	1	+	NM_024674.5	LIN28A
chr1	26758772	26758773	1	+	NM_001243565.1	DHDDS
chr1	26798901	26798902	1	+	NM_005517.3	HMGN2
chr1	26856248	26856249	1	+	NM_002953.3	RPS6KA1
chr1	26881032	26881033	1	+	NR_031740.1	MIR1976
chr1	27022521	27022522	1	+	NM_139135.2	ARID1A
chr1	27114453	27114454	1	+	NM_017837.3	PIGV
chr1	27153200	27153201	1	+	NM_032283.2	ZDHHC18
chr1	27189632	27189633	1	+	NM_006142.3	SFN
chr1	27248212	27248213	1	+	NM_006600.3	NUDC
chr1	27320194	27320195	1	+	NM_001013642.2	TRNP1
chr1	27561006	27561007	1	+	NM_015023.4	WDTC1
chr1	27648635	27648636	1	+	NM_032125.2	TMEM222
chr1	27650364	27650365	1	+	NR_033926.1	ACTG1P20
chr1	27668482	27668483	1	+	NM_032872.2	SYTL1
chr1	27719147	27719148	1	+	NM_005281.3	GPR3
chr1	28052489	28052490	1	+	NM_001143915.1	FAM76A
chr1	28099693	28099694	1	+	NM_177424.2	STX12
chr1	28157251	28157252	1	+	NM_014110.4	PPP1R8
chr1	28160911	28160912	1	+	NR_002997.1	SCARNA1
chr1	28199053	28199054	1	+	NM_001039477.2	THEMIS2
chr1	28261465	28261466	1	+	NM_001009568.2	SMPDL3B
chr1	28285972	28285973	1	+	NM_018053.3	XKR8
chr1	28562601	28562602	1	+	NM_016311.4	ATPIF1
chr1	28585962	28585963	1	+	NM_031459.4	SESN2
chr1	28655512	28655513	1	+	NM_001127350.1	MED18
chr1	28696092	28696093	1	+	NM_001048183.1	PHACTR4
chr1	28832454	28832455	1	+	NR_002909.2	SNHG3
chr1	28832454	28832455	1	+	NR_030726.1	RCC1
chr1	28833876	28833877	1	+	NR_002907.2	SNORA73A
chr1	28835069	28835070	1	+	NR_004404.1	SNORA73B
chr1	28879528	28879529	1	+	NM_017846.4	TRNAU1AP
chr1	28918711	28918712	1	+	NM_152304.1	RAB42
chr1	28975111	28975112	1	+	NR_004407.1	RNU11
chr1	28995239	28995240	1	+	NM_024482.2	GMEB1
chr1	29063132	29063133	1	+	NM_001173128.1	YTHDF2
chr1	29138653	29138654	1	+	NM_000911.3	OPRD1
chr1	29213602	29213603	1	+	NM_001166007.1	EPB41
chr1	29563027	29563028	1	+	NM_001195001.1	PTPRU
chr1	31191618	31191619	1	+	NR_034182.1	MATN1-AS1
chr1	31769828	31769829	1	+	NM_001282570.1	ZCCHC17
chr1	31882411	31882412	1	+	NM_001199038.1	SERINC2
chr1	31971835	31971836	1	+	NR_034112.2	LINC01225
chr1	31984035	31984036	1	+	NR_027085.1	LINC01226
chr1	32042085	32042086	1	+	NM_001204414.1	TINAGL1
chr1	32083300	32083301	1	+	NM_001525.2	HCRTR1
chr1	32479294	32479295	1	+	NM_001271878.1	KHDRBS1
chr1	32537631	32537632	1	+	NM_001319677.1	TMEM39B
chr1	32552549	32552550	1	+	NR_049850.1	MIR5585
chr1	32573643	32573644	1	+	NM_012316.4	KPNA6
chr1	32645344	32645345	1	+	NM_175852.3	TXLNA
chr1	32665986	32665987	1	+	NM_024296.4	CCDC28B
chr1	32671235	32671236	1	+	NM_018134.2	IQCC
chr1	32674694	32674695	1	+	NM_001099434.1	DCDC2B
chr1	32687184	32687185	1	+	NM_003757.3	EIF3I
chr1	32712817	32712818	1	+	NM_032648.2	FAM167B
chr1	32716839	32716840	1	+	NM_001330468.1	LCK
chr1	32757707	32757708	1	+	NM_004964.2	HDAC1
chr1	32827861	32827862	1	+	NM_052841.3	TSSK3
chr1	32930657	32930658	1	+	NM_001145720.1	ZBTB8B
chr1	33004745	33004746	1	+	NR_111980.1	ZBTB8A
chr1	33116748	33116749	1	+	NM_001135255.1	RBBP4
chr1	33207511	33207512	1	+	NM_020888.2	KIAA1522
chr1	33283042	33283043	1	+	NM_001256121.1	S100PBP
chr1	33352097	33352098	1	+	NM_002143.2	HPCA
chr1	33546713	33546714	1	+	NM_001293562.1	AZIN2
chr1	33722173	33722174	1	+	NM_152493.2	ZNF362
chr1	33815952	33815953	1	+	NR_125978.1	LOC101929464
chr1	33938231	33938232	1	+	NM_145238.3	ZSCAN20
chr1	34326075	34326076	1	+	NM_145205.5	HMGB4
chr1	34334556	34334557	1	+	NR_038372.1	CSMD2-AS1
chr1	34632483	34632484	1	+	NM_032884.4	C1orf94
chr1	35220647	35220648	1	+	NM_005268.3	GJB5
chr1	35225341	35225342	1	+	NM_153212.2	GJB4
chr1	35246789	35246790	1	+	NM_024009.2	GJB3
chr1	35258598	35258599	1	+	NM_002060.2	GJA4
chr1	35525386	35525387	1	+	NM_001289088.1	ZMYM1
chr1	35734567	35734568	1	+	NM_005095.2	ZMYM4
chr1	36023392	36023393	1	+	NM_001014841.1	NCDN
chr1	36038970	36038971	1	+	NM_178548.3	TFAP2E
chr1	36273827	36273828	1	+	NM_017629.3	AGO4
chr1	36335408	36335409	1	+	NM_001317123.1	AGO1
chr1	36396682	36396683	1	+	NM_177422.2	AGO3
chr1	36549675	36549676	1	+	NM_014466.2	TEKT2
chr1	36554452	36554453	1	+	NM_017825.2	ADPRHL2
chr1	36621565	36621566	1	+	NM_001286365.1	MAP7D1
chr1	36690012	36690013	1	+	NM_001321473.1	THRAP3
chr1	36771993	36771994	1	+	NM_001162530.1	SH3D21
chr1	37627163	37627164	1	+	NR_036217.1	MIR4255
chr1	37940118	37940119	1	+	NM_001323550.1	ZC3H12A
chr1	37945830	37945831	1	+	NR_106790.1	MIR6732
chr1	38022519	38022520	1	+	NM_003462.3	DNALI1
chr1	38158072	38158073	1	+	NM_018101.3	CDCA8
chr1	38259773	38259774	1	+	NM_001031740.2	MANEAL
chr1	38273472	38273473	1	+	NM_001142726.1	C1orf122
chr1	38478383	38478384	1	+	NM_016037.3	UTP11
chr1	38554902	38554903	1	+	NR_037432.1	MIR3659
chr1	39339072	39339073	1	+	NR_135048.1	LOC105378663
chr1	39456915	39456916	1	+	NM_001136275.1	AKIRIN1
chr1	39491966	39491967	1	+	NM_001184979.1	NDUFS5
chr1	39549838	39549839	1	+	NM_012090.5	MACF1
chr1	39875175	39875176	1	+	NM_015038.1	KIAA0754
chr1	39957317	39957318	1	+	NM_181809.3	BMP8A
chr1	39980537	39980538	1	+	NR_132962.1	OXCT2P1
chr1	40030741	40030742	1	+	NR_125979.1	LOC101929516
chr1	40204516	40204517	1	+	NR_036544.1	PPIE
chr1	40254647	40254648	1	+	NR_135805.1	LOC101929536
chr1	40420783	40420784	1	+	NM_001287808.1	MFSD2A
chr1	40506254	40506255	1	+	NM_001105530.1	CAP1
chr1	40627040	40627041	1	+	NM_012421.3	RLF
chr1	40713572	40713573	1	+	NM_001008740.3	TMCO2
chr1	40723721	40723722	1	+	NM_005857.4	ZMPSTE24
chr1	40839377	40839378	1	+	NM_022733.2	SMAP2
chr1	40916336	40916337	1	+	NM_023070.2	ZFP69B
chr1	40943301	40943302	1	+	NM_198494.2	ZFP69
chr1	40974390	40974391	1	+	NM_001346948.1	EXO5
chr1	40997232	40997233	1	+	NM_152373.3	ZNF684
chr1	41157241	41157242	1	+	NM_001142589.1	NFYC
chr1	41220026	41220027	1	+	NR_029846.1	MIR30E
chr1	41222955	41222956	1	+	NR_029833.1	MIR30C1
chr1	41249683	41249684	1	+	NM_172163.2	KCNQ4
chr1	41444970	41444971	1	+	NM_001905.3	CTPS1
chr1	41480261	41480262	1	+	NR_037868.1	SLFNL1-AS1
chr1	41827602	41827603	1	+	NM_001291281.2	FOXO6
chr1	42619091	42619092	1	+	NM_007102.2	GUCA2B
chr1	42846467	42846468	1	+	NM_173642.3	RIMKLA
chr1	42922011	42922012	1	+	NM_001287506.1	PPCS
chr1	43000559	43000560	1	+	NM_001080850.2	CCDC30
chr1	43124047	43124048	1	+	NM_006347.3	PPIH
chr1	43147905	43147906	1	+	NM_004559.4	YBX1
chr1	43232915	43232916	1	+	NR_040733.1	C1orf50
chr1	43253660	43253661	1	+	NM_001242750.1	TMEM269
chr1	43282775	43282776	1	+	NM_001017922.1	ERMAP
chr1	43312243	43312244	1	+	NM_015911.3	ZNF691
chr1	43323292	43323293	1	+	NR_104171.1	LOC339539
chr1	43424719	43424720	1	+	NR_033967.1	SLC2A1-AS1
chr1	43613593	43613594	1	+	NM_001101376.2	FAM183A
chr1	43638000	43638001	1	+	NM_001167965.1	CFAP57
chr1	43735664	43735665	1	+	NM_144626.2	TMEM125
chr1	43766565	43766566	1	+	NM_001253357.1	TIE1
chr1	43803474	43803475	1	+	NM_005373.2	MPL
chr1	43824625	43824626	1	+	NM_001255.2	CDC20
chr1	43855555	43855556	1	+	NM_015284.3	SZT2
chr1	43914209	43914210	1	+	NR_106793.1	MIR6735
chr1	43991707	43991708	1	+	NM_001329137.1	PTPRF
chr1	44115796	44115797	1	+	NM_014663.2	KDM4A
chr1	44173203	44173204	1	+	NR_073019.1	ST3GAL3
chr1	44304293	44304294	1	+	NR_106727.1	MIR6079
chr1	44398991	44398992	1	+	NM_001136215.1	ARTN
chr1	44412477	44412478	1	+	NM_014652.3	IPO13
chr1	44435652	44435653	1	+	NM_001319168.1	DPH2
chr1	44440319	44440320	1	+	NM_001039457.2	ATP6V0B
chr1	44444873	44444874	1	+	NM_003780.4	B4GALT2
chr1	44457279	44457280	1	+	NM_152499.2	CCDC24
chr1	44584521	44584522	1	+	NM_173484.3	KLF17
chr1	44679124	44679125	1	+	NM_001034024.1	DMAP1
chr1	44870831	44870832	1	+	NM_001319956.1	RNF220
chr1	45011164	45011165	1	+	NR_049849.1	MIR5584
chr1	45140393	45140394	1	+	NM_001145636.1	C1orf228
chr1	45205489	45205490	1	+	NM_001297655.1	KIF2C
chr1	45241245	45241246	1	+	NM_001012.1	RPS8
chr1	45241536	45241537	1	+	NR_000015.2	SNORD55
chr1	45242163	45242164	1	+	NR_000024.2	SNORD46
chr1	45243513	45243514	1	+	NR_001456.1	SNORD38A
chr1	45244061	45244062	1	+	NR_001457.1	SNORD38B
chr1	45265896	45265897	1	+	NM_004073.3	PLK3
chr1	45274153	45274154	1	+	NM_001136537.1	BTBD19
chr1	45477804	45477805	1	+	NM_000374.4	UROD
chr1	45769581	45769582	1	+	NR_024270.1	LINC01144
chr1	45792544	45792545	1	+	NM_032756.2	HPDL
chr1	45805341	45805342	1	+	NM_025077.3	TOE1
chr1	45965855	45965856	1	+	NM_015506.2	MMACHC
chr1	46016454	46016455	1	+	NM_001202413.1	AKR1A1
chr1	46049659	46049660	1	+	NM_001195193.1	NASP
chr1	46153846	46153847	1	+	NM_016486.3	TMEM69
chr1	46269278	46269279	1	+	NM_001324320.1	MAST2
chr1	46599042	46599043	1	+	NR_125987.1	LOC101929626
chr1	46640748	46640749	1	+	NM_005727.3	TSPAN1
chr1	46669005	46669006	1	+	NM_001013615.2	LURAP1
chr1	46713366	46713367	1	+	NM_001142548.1	RAD54L
chr1	46769284	46769285	1	+	NM_001297566.1	UQCRH
chr1	46805848	46805849	1	+	NR_045791.1	NSUN4
chr1	46859938	46859939	1	+	NM_001441.2	FAAH
chr1	46899498	46899499	1	+	NR_045483.1	FAAHP1
chr1	46972667	46972668	1	+	NM_147192.2	DMBX1
chr1	47004367	47004368	1	+	NR_038403.1	MKNK1-AS1
chr1	47137504	47137505	1	+	NM_001300864.1	TEX38
chr1	47139707	47139708	1	+	NR_038828.1	EFCAB14-AS1
chr1	47264669	47264670	1	+	NM_001319163.1	CYP4B1
chr1	47427035	47427036	1	+	NM_001320289.1	CYP4X1
chr1	47533159	47533160	1	+	NM_178134.2	CYP4Z1
chr1	47603096	47603097	1	+	NM_001308102.1	CYP4A22
chr1	47644921	47644922	1	+	NR_047498.1	LINC00853
chr1	47799468	47799469	1	+	NM_001136140.1	CMPK1
chr1	47881743	47881744	1	+	NM_012186.2	FOXE3
chr1	47901688	47901689	1	+	NM_004474.3	FOXD2
chr1	48688356	48688357	1	+	NM_001011547.2	SLC5A9
chr1	49723082	49723083	1	+	NR_125988.1	LOC101929721
chr1	50513685	50513686	1	+	NM_001144777.2	ELAVL4
chr1	51434366	51434367	1	+	NM_001262.2	CDKN2C
chr1	51525508	51525509	1	+	NR_039617.1	MIR4421
chr1	51525689	51525690	1	+	NR_106754.1	MIR6500
chr1	51567905	51567906	1	+	NM_001136508.1	C1orf185
chr1	51701944	51701945	1	+	NM_014372.4	RNF11
chr1	51795325	51795326	1	+	NR_123731.1	TTC39A-AS1
chr1	52082545	52082546	1	+	NM_148906.2	OSBPL9
chr1	52516589	52516590	1	+	NR_126385.1	TXNDC12-AS1
chr1	52521856	52521857	1	+	NM_001136497.2	BTF3L4
chr1	52607765	52607766	1	+	NM_007324.3	ZFYVE9
chr1	52870218	52870219	1	+	NM_032864.3	PRPF38A
chr1	53068042	53068043	1	+	NM_015696.4	GPX7
chr1	53099015	53099016	1	+	NM_001042693.2	FAM159A
chr1	53192130	53192131	1	+	NM_024646.2	ZYG11B
chr1	53308182	53308183	1	+	NM_001307931.1	ZYG11A
chr1	53392900	53392901	1	+	NM_001193617.1	SCP2
chr1	53394345	53394346	1	+	NR_039971.1	MIR1273F
chr1	53400601	53400602	1	+	NR_039970.1	MIR5095
chr1	53405985	53405986	1	+	NR_039972.1	MIR1273G
chr1	53527723	53527724	1	+	NM_153703.4	PODN
