seqnames	start	end	width	strand	transcript_id	gene_name
chr1	25543579	25543580	1	+	XM_017000995.1	LDLRAP1
chr1	25616819	25616820	1	+	XM_017001861.1	MAN1C1
chr1	25800175	25800176	1	+	NM_206926.1	SEPN1
chr1	25819905	25819906	1	+	NM_001099627.1	MTFR1L
chr1	25906549	25906550	1	+	XR_947102.1	LOC105376885
chr1	26021748	26021749	1	+	XM_005245779.3	EXTL1
chr1	26048257	26048258	1	+	XR_001737948.1	LOC105376910
chr1	26109405	26109406	1	+	XM_006710381.3	PDIK1L
chr1	26159019	26159020	1	+	NM_024869.2	FAM110D
chr1	26169527	26169528	1	+	XM_017001398.1	ZNF593
chr1	26177489	26177490	1	+	NM_001297648.1	CNKSR1
chr1	26189961	26189962	1	+	XM_011541433.2	CATSPER4
chr1	26225319	26225320	1	+	NR_110698.1	LOC101928303
chr1	26234152	26234153	1	+	XM_017002105.1	CEP85
chr1	26279721	26279722	1	+	NM_031286.3	SH3BGRL3
chr1	26317919	26317920	1	+	NM_001803.2	CD52
chr1	26410767	26410768	1	+	NM_024674.5	LIN28A
chr1	26432281	26432282	1	+	NM_001243565.1	DHDDS
chr1	26472410	26472411	1	+	NM_005517.3	HMGN2
chr1	26529757	26529758	1	+	NM_002953.3	RPS6KA1
chr1	26554541	26554542	1	+	NR_031740.1	MIR1976
chr1	26682502	26682503	1	+	XR_001737950.1	LOC105376888
chr1	26696030	26696031	1	+	NM_139135.2	ARID1A
chr1	26787962	26787963	1	+	NM_017837.3	PIGV
chr1	26826709	26826710	1	+	NM_032283.2	ZDHHC18
chr1	26863141	26863142	1	+	NM_006142.3	SFN
chr1	26911127	26911128	1	+	XM_011540529.1	NUDC
chr1	26993662	26993663	1	+	XM_005245867.3	TRNP1
chr1	27031757	27031758	1	+	XR_947115.2	LOC101928391
chr1	27157560	27157561	1	+	XR_426674.3	LOC102723760
chr1	27234515	27234516	1	+	NM_015023.4	WDTC1
chr1	27322144	27322145	1	+	NM_032125.2	TMEM222
chr1	27323873	27323874	1	+	NR_033926.1	ACTG1P20
chr1	27341991	27341992	1	+	NM_032872.2	SYTL1
chr1	27392643	27392644	1	+	NM_005281.3	GPR3
chr1	27519922	27519923	1	+	XR_947118.2	LOC105376892
chr1	27725978	27725979	1	+	NM_001143915.1	FAM76A
chr1	27773182	27773183	1	+	NM_177424.2	STX12
chr1	27830740	27830741	1	+	NM_014110.4	PPP1R8
chr1	27834400	27834401	1	+	NR_002997.1	SCARNA1
chr1	27872530	27872531	1	+	XM_011542445.2	THEMIS2
chr1	27934954	27934955	1	+	NM_001009568.2	SMPDL3B
chr1	27959461	27959462	1	+	XM_011541680.2	XKR8
chr1	28236090	28236091	1	+	NM_016311.4	ATPIF1
chr1	28259451	28259452	1	+	XR_946773.1	SESN2
chr1	28329001	28329002	1	+	NM_001127350.1	MED18
chr1	28369573	28369574	1	+	XM_017002159.1	PHACTR4
chr1	28505942	28505943	1	+	NR_002909.2	SNHG3
chr1	28505942	28505943	1	+	NR_030726.1	RCC1
chr1	28507364	28507365	1	+	NR_002907.2	SNORA73A
chr1	28508557	28508558	1	+	NR_004404.1	SNORA73B
chr1	28553016	28553017	1	+	NM_017846.4	TRNAU1AP
chr1	28592199	28592200	1	+	NM_152304.1	RAB42
chr1	28643173	28643174	1	+	XR_947124.2	LOC105378616
chr1	28648599	28648600	1	+	NR_004407.1	RNU11
chr1	28668727	28668728	1	+	NM_024482.2	GMEB1
chr1	28736620	28736621	1	+	NM_001173128.1	YTHDF2
chr1	28812141	28812142	1	+	NM_000911.3	OPRD1
chr1	28887090	28887091	1	+	NM_001166007.1	EPB41
chr1	29223266	29223267	1	+	XR_001737954.1	LOC107985739
chr1	29236515	29236516	1	+	NM_001195001.1	PTPRU
chr1	29442943	29442944	1	+	XR_001737955.1	LOC107984933
chr1	29604579	29604580	1	+	XR_001737958.1	LOC107984934
chr1	30253429	30253430	1	+	XR_947129.2	LOC105378618
chr1	30718771	30718772	1	+	NR_034182.1	MATN1-AS1
chr1	30823290	30823291	1	+	XR_947138.2	LOC105378622
chr1	30858157	30858158	1	+	XR_947140.2	LOC400748
chr1	31155066	31155067	1	+	XR_001737961.1	LOC107984935
chr1	31296981	31296982	1	+	NM_001282570.1	ZCCHC17
chr1	31390314	31390315	1	+	XR_001737617.1	LOC107985470
chr1	31409564	31409565	1	+	NM_001199038.1	SERINC2
chr1	31448257	31448258	1	+	XR_947146.2	LOC105378625
chr1	31471157	31471158	1	+	XR_001737618.1	LOC105379772
chr1	31500084	31500085	1	+	NR_034112.2	LINC01225
chr1	31518434	31518435	1	+	NR_027085.1	LINC01226
chr1	31551615	31551616	1	+	XR_947151.2	LOC105378627
chr1	31576383	31576384	1	+	XM_011541946.1	TINAGL1
chr1	31617699	31617700	1	+	NM_001525.2	HCRTR1
chr1	31644193	31644194	1	+	XR_001737627.1	LOC107985471
chr1	31670069	31670070	1	+	XR_001737631.1	LOC101929444
chr1	32013693	32013694	1	+	NM_001271878.1	KHDRBS1
chr1	32072030	32072031	1	+	NM_001319677.1	TMEM39B
chr1	32086948	32086949	1	+	NR_049850.1	MIR5585
chr1	32108042	32108043	1	+	NM_012316.4	KPNA6
chr1	32179668	32179669	1	+	XM_017000563.1	TXLNA
chr1	32200385	32200386	1	+	XM_017002306.1	CCDC28B
chr1	32205634	32205635	1	+	NM_018134.2	IQCC
chr1	32208812	32208813	1	+	XM_017000413.1	DCDC2B
chr1	32221583	32221584	1	+	NM_003757.3	EIF3I
chr1	32247216	32247217	1	+	NM_032648.2	FAM167B
chr1	32251238	32251239	1	+	XM_011541455.2	LCK
chr1	32292102	32292103	1	+	XM_011541309.2	HDAC1
chr1	32362260	32362261	1	+	NM_052841.3	TSSK3
chr1	32465056	32465057	1	+	NM_001145720.1	ZBTB8B
chr1	32539144	32539145	1	+	NR_111980.1	ZBTB8A
chr1	32651147	32651148	1	+	NM_001135255.1	RBBP4
chr1	32741838	32741839	1	+	XM_017001917.1	KIAA1522
chr1	32816766	32816767	1	+	XM_011541962.2	S100PBP
chr1	32876026	32876027	1	+	XR_947160.2	LOC105378631
chr1	32885964	32885965	1	+	XM_005270792.2	HPCA
chr1	33081109	33081110	1	+	XM_005270406.1	AZIN2
chr1	33256306	33256307	1	+	XM_005270507.2	ZNF362
chr1	33350351	33350352	1	+	NR_125978.1	LOC101929464
chr1	33472590	33472591	1	+	XM_017002239.1	ZSCAN20
chr1	33605478	33605479	1	+	XR_001737963.1	LOC105378638
chr1	33860474	33860475	1	+	NM_145205.5	HMGB4
chr1	33868955	33868956	1	+	NR_038372.1	CSMD2-AS1
chr1	34166882	34166883	1	+	NM_032884.4	C1orf94
chr1	34279847	34279848	1	+	XR_947169.2	LOC105378639
chr1	34364848	34364849	1	+	XR_947170.2	LOC105378640
chr1	34754776	34754777	1	+	XM_005270751.3	GJB5
chr1	34759740	34759741	1	+	NM_153212.2	GJB4
chr1	34781188	34781189	1	+	NM_024009.2	GJB3
chr1	34792957	34792958	1	+	XM_005270750.2	GJA4
chr1	35059785	35059786	1	+	NM_001289088.1	ZMYM1
chr1	35268693	35268694	1	+	XR_246305.4	ZMYM4
chr1	35557791	35557792	1	+	NM_001014841.1	NCDN
chr1	35571066	35571067	1	+	XM_017001139.1	TFAP2E
chr1	35665307	35665308	1	+	XR_947186.2	LOC105378646
chr1	35807629	35807630	1	+	XM_005270578.3	AGO4
chr1	35869807	35869808	1	+	NM_001317123.1	AGO1
chr1	35925197	35925198	1	+	XM_005270575.3	AGO3
chr1	36084074	36084075	1	+	NM_014466.2	TEKT2
chr1	36088851	36088852	1	+	NM_017825.2	ADPRHL2
chr1	36155964	36155965	1	+	NM_001286365.1	MAP7D1
chr1	36224411	36224412	1	+	NM_001321473.1	THRAP3
chr1	36282769	36282770	1	+	XR_001737974.1	LOC107984938
chr1	36306347	36306348	1	+	XM_011542153.2	SH3D21
chr1	36435864	36435865	1	+	XR_001737976.1	LOC107984940
chr1	37161562	37161563	1	+	NR_036217.1	MIR4255
chr1	37474517	37474518	1	+	NM_001323550.1	ZC3H12A
chr1	37480229	37480230	1	+	NR_106790.1	MIR6732
chr1	37531436	37531437	1	+	XR_947190.2	LOC105378649
chr1	37556918	37556919	1	+	NM_003462.3	DNALI1
chr1	37692400	37692401	1	+	NM_018101.3	CDCA8
chr1	37793815	37793816	1	+	XM_005270510.3	MANEAL
chr1	37807800	37807801	1	+	NM_001142726.1	C1orf122
chr1	37932059	37932060	1	+	XR_001737983.1	LOC105378651
chr1	38012711	38012712	1	+	NM_016037.3	UTP11
chr1	38046741	38046742	1	+	XM_017003067.1	LOC107985103
chr1	38082386	38082387	1	+	XR_947200.2	LOC105378653
chr1	38089230	38089231	1	+	NR_037432.1	MIR3659
chr1	38141653	38141654	1	+	XR_001737985.1	LOC105378654
chr1	38474036	38474037	1	+	XR_947209.2	LOC105378656
chr1	38518249	38518250	1	+	XR_947211.2	LOC105378658
chr1	38873400	38873401	1	+	NR_135048.1	LOC105378663
chr1	38913539	38913540	1	+	XR_001737994.1	LOC105378662
chr1	38991243	38991244	1	+	NM_001136275.1	AKIRIN1
chr1	39026294	39026295	1	+	NM_001184979.1	NDUFS5
